"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","SMOY"
"1","Precious Achiuwa",2021,"PF",21,"MIA",58,3,11.9,1.9,3.6,0.538,0,0,0,1.9,3.6,0.538,0.538,0.9,1.8,0.515,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,4.8,13.9,0.546,0,0.49,11.8,20.7,16.3,6.3,1.3,4.1,13.8,19.3,0.2,1,1.2,0.083,-3.5,-0.8,-4.3,-0.4,0
"2","Jaylen Adams",2021,"PG",24,"MIL",7,0,2.6,0.1,1.1,0.125,0,0.3,0,0.1,0.9,0.167,0.125,0,0,0,0,0.4,0.4,0.3,0,0,0,0.1,0.3,-6.5,0.125,0.25,0,0,16.9,8.7,12.7,0,0,0,18.6,-0.1,0,-0.1,-0.25,-14.9,-5,-19.8,-0.1,0
"3","Ty-Shon Alexander",2021,"SG",22,"PHO",14,0,3,0.1,0.8,0.182,0.1,0.6,0.125,0.1,0.2,0.333,0.227,0.1,0.1,0.5,0.1,0.4,0.5,0.3,0,0.1,0.1,0.1,0.4,0,0.253,0.727,0.182,2.7,15.9,9.5,11.4,0,2.2,14.4,14.7,-0.1,0,-0.1,-0.117,-8,-2.6,-10.6,-0.1,0
"4","Nickeil Alexander-Walker",2021,"SG",22,"NOP",43,10,20.8,4,9.4,0.422,1.6,4.6,0.348,2.4,4.8,0.493,0.507,0.9,1.3,0.741,0.3,2.8,3.1,2.1,1,0.5,1.4,1.9,10.5,12.7,0.526,0.489,0.133,1.3,14.8,8.1,14.6,2.3,2.2,12.5,23,-0.2,1,0.8,0.041,-1.4,0,-1.5,0.1,0
"5","Kostas Antetokounmpo",2021,"PF",23,"LAL",15,0,3.7,0.2,0.7,0.3,0,0,0,0.2,0.7,0.3,0.3,0.4,0.9,0.462,0.3,1,1.3,0.1,0.1,0.3,0.7,0.5,0.8,0,0.382,0,1.3,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.8,-0.3,0.1,-0.2,-0.173,-13.2,0.2,-13,-0.2,0
"6","Thanasis Antetokounmpo",2021,"SF",28,"MIL",55,2,9.7,1.2,2.4,0.504,0.1,0.5,0.259,1.1,1.9,0.566,0.53,0.5,0.9,0.51,1,1.3,2.2,0.8,0.4,0.2,0.8,1.3,3,10.8,0.537,0.203,0.368,11,13.1,12.1,10.3,1.8,1.7,21.4,15.4,0.1,0.6,0.7,0.065,-3.3,-0.3,-3.5,-0.2,0
"7","Carmelo Anthony",2021,"PF",36,"POR",66,3,24.5,4.8,11.3,0.423,1.9,4.7,0.406,2.9,6.6,0.435,0.507,2,2.3,0.887,0.5,2.7,3.1,1.5,0.7,0.5,0.9,2.1,13.5,14.7,0.548,0.415,0.201,2,12,6.8,9.2,1.4,2,7,23.2,1.6,0.8,2.5,0.073,0.1,-1.6,-1.5,0.2,0
"8","Ryan Arcidiacono",2021,"PG",26,"CHI",42,0,10,1,2.5,0.396,0.5,1.4,0.333,0.5,1.1,0.478,0.491,0.3,0.5,0.65,0.1,1.3,1.5,1.2,0.2,0,0.2,1,2.8,8.7,0.51,0.566,0.189,1.3,14.7,8.1,15.1,0.9,0,6.5,12.7,0.3,0.3,0.7,0.075,-3.3,-0.2,-3.5,-0.2,0
"9","D.J. Augustin",2021,"PG",33,"TOT",54,9,19.5,2.3,5.8,0.393,1.4,3.6,0.39,0.9,2.2,0.398,0.514,1.4,1.6,0.906,0.3,1.3,1.6,3.2,0.5,0,1.1,1,7.4,11.8,0.569,0.623,0.272,1.8,6.8,4.3,21.8,1.2,0.1,14.8,16.4,1.4,0.5,1.9,0.087,-0.7,-1.5,-2.2,-0.1,0
"10","Udoka Azubuike",2021,"C",21,"UTA",12,0,4.1,0.3,0.6,0.571,0,0,0,0.3,0.6,0.571,0.571,0.3,0.5,0.667,0.3,0.8,1.1,0,0.1,0.3,0.3,0.7,1,10.5,0.622,0,0.857,9.1,18.7,14.1,0,1,6.6,23.7,11.1,0,0.1,0.1,0.11,-5.5,1.2,-4.3,0,0
"11","Mo Bamba",2021,"C",22,"ORL",44,4,15.5,3.1,6.4,0.48,0.8,2.5,0.324,2.3,3.9,0.578,0.543,1,1.4,0.677,1.7,4.1,5.8,0.7,0.3,1.3,0.8,1.9,7.9,19.9,0.563,0.384,0.221,10.9,28.3,19.3,7.6,1,7.6,9.9,21.6,0.7,1.1,1.8,0.126,0.3,0.1,0.4,0.4,0
"12","Desmond Bane",2021,"SG",22,"MEM",65,16,22.3,3.5,7.4,0.473,1.8,4,0.44,1.7,3.4,0.511,0.592,0.6,0.7,0.809,0.5,2.7,3.1,1.8,0.6,0.2,0.9,1.9,9.3,12.4,0.606,0.542,0.098,2.2,12.8,7.5,10.9,1.2,0.9,10.1,16.2,1.7,1.2,2.9,0.097,-0.6,-0.3,-0.9,0.4,0
"13","Keita Bates-Diop",2021,"SF",25,"SAS",27,0,7.2,0.7,1.7,0.404,0.2,0.6,0.313,0.5,1.1,0.452,0.457,0.4,0.7,0.632,0.2,1.1,1.3,0.3,0.4,0.2,0.2,0.4,2,10.8,0.497,0.34,0.404,3.2,16.2,9.6,6.1,2.8,2.2,9.8,13.8,0,0.3,0.2,0.06,-3.5,1.4,-2.1,0,0
"14","Kent Bazemore",2021,"SF",31,"GSW",65,16,19.6,2.6,5.8,0.449,1.1,2.8,0.411,1.5,3.1,0.482,0.546,0.8,1.1,0.689,0.4,3,3.4,1.6,1,0.5,1.2,2.3,7.2,10.9,0.565,0.475,0.195,2.2,16.4,9.4,11.4,2.4,2.3,15.9,16.4,-0.2,2,1.8,0.067,-2.8,1.3,-1.4,0.2,0
"15","Jordan Bell",2021,"C",26,"WAS",5,1,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,0,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8,8.5,0.35,0.1,0,9.5,20.5,15,9.5,2.1,3.7,13,14.2,-0.1,0.1,0,-0.005,-4.7,-0.8,-5.5,-0.1,0
"16","DeAndre' Bembry",2021,"SF",26,"TOR",48,11,17.8,2.1,3.9,0.527,0.3,0.9,0.302,1.8,3,0.593,0.561,0.8,1.2,0.672,0.7,2.1,2.8,1.9,0.9,0.3,1.4,1.6,5.2,11,0.585,0.229,0.309,4,13.4,8.5,15.1,2.6,1.9,23.9,14.2,0.1,1,1,0.058,-3.3,1.1,-2.2,0,0
"17","Davis Bertans",2021,"PF",28,"WAS",54,5,25.4,3.3,8.3,0.404,2.9,7.4,0.398,0.4,0.9,0.457,0.582,1.7,2,0.87,0.3,2.6,3,0.9,0.6,0.2,0.5,2.4,11.4,11.5,0.621,0.897,0.242,1.4,10.9,6.2,4.7,1,0.8,5.6,15.7,2.1,0.9,3,0.103,0.5,-1.4,-0.9,0.4,0
"18","Tyler Bey",2021,"SF",22,"DAL",16,0,3.9,0.4,1.3,0.35,0.1,0.3,0.25,0.4,1,0.375,0.375,0.2,0.3,0.6,0.4,0.6,1,0.1,0,0.1,0.1,0.4,1.1,6.8,0.405,0.2,0.25,10.6,17.3,14,4.3,0,1.5,8.3,17,-0.1,0,0,-0.01,-5.2,-3.7,-8.9,-0.1,0
"19","Khem Birch",2021,"C",28,"TOT",64,19,22.3,2.7,5.3,0.5,0.2,0.6,0.268,2.5,4.7,0.532,0.516,1.3,1.9,0.705,2.6,3,5.7,1.3,0.7,0.8,0.6,1.7,6.8,15.2,0.555,0.121,0.359,12,15,13.4,8.4,1.5,3.2,9,13.1,2.3,1.4,3.7,0.124,-0.9,-0.2,-1.1,0.3,0
"20","Goga Bitadze",2021,"C",21,"IND",42,2,11.8,1.8,4.2,0.432,0.4,1.7,0.239,1.4,2.5,0.562,0.48,0.9,1.2,0.776,1.3,1.9,3.2,0.8,0.2,1.3,0.4,2,4.9,16.7,0.524,0.403,0.278,11.7,17.4,14.5,8.8,0.9,9.1,7.5,18.4,0.6,0.7,1.4,0.131,-1.9,1.1,-0.8,0.2,0
"21","Nemanja Bjelica",2021,"PF",32,"TOT",35,1,15.3,2.2,5,0.446,0.6,2.1,0.27,1.7,2.9,0.574,0.503,1,1.3,0.723,0.7,2.6,3.3,1.7,0.3,0.1,0.9,1.8,6,11.5,0.537,0.423,0.269,5.1,19.3,12.2,15.1,1,0.7,13.7,18.3,0.3,0.3,0.5,0.046,-2.2,-1.4,-3.6,-0.2,0
"22","Keljin Blevins",2021,"SF",25,"POR",16,0,4.6,0.3,1.3,0.25,0.1,0.5,0.25,0.2,0.8,0.25,0.3,0,0,0,0.2,0.4,0.6,0.3,0.1,0,0.3,0.5,0.8,-0.9,0.3,0.4,0,4.2,10.4,7.2,6.8,1.3,0,20,14.5,-0.2,0,-0.2,-0.138,-9.1,-3,-12.1,-0.2,0
"23","Bol Bol",2021,"PF",21,"DEN",30,2,4.9,0.8,1.7,0.462,0.3,0.8,0.391,0.5,1,0.517,0.548,0.3,0.5,0.643,0,0.7,0.7,0.2,0.1,0.3,0.4,0.5,2.2,10.5,0.567,0.442,0.269,0,16.1,8.1,6.5,1,6.6,18.3,21,-0.1,0.2,0,0.012,-3,-0.2,-3.2,0,0
"24","Marques Bolden",2021,"C",22,"CLE",6,0,4.8,0.2,0.5,0.333,0,0,0,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2,13.3,0.537,0,2.667,11.3,12,11.6,0,3.4,6.2,23.5,12.8,0,0,0,0.062,-3.4,0.6,-2.8,0,0
"25","Jordan Bone",2021,"PG",23,"ORL",14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,0,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4,8.9,0.519,0.593,0,2,11,6.4,13.5,0.5,0,5.3,12.6,0.1,0.1,0.2,0.047,-2.6,-1.6,-4.2,-0.1,0
"26","Isaac Bonga",2021,"SF",21,"WAS",40,8,10.8,0.8,2,0.37,0.3,1.2,0.277,0.4,0.9,0.5,0.451,0.1,0.2,0.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2,4,0.461,0.58,0.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,-0.4,0.3,0,-0.002,-5.6,-0.8,-6.4,-0.5,0
"27","Chris Boucher",2021,"C",28,"TOR",60,14,24.2,4.8,9.3,0.514,1.5,3.9,0.383,3.3,5.4,0.609,0.595,2.5,3.2,0.788,2,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.7,6.7,20.5,4,2.1,6.1,0.203,2.8,0.1,2.9,1.8,0
"28","Brian Bowen",2021,"SF",22,"IND",6,0,2.5,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.2,0.2,1,0,0.5,0.5,0,0,0,0,0.2,0.5,1.1,0.338,0.25,0.25,0,21.6,10.8,0,0,0,0,12.6,0,0,0,-0.061,-8.2,-3.3,-11.5,0,0
"29","Avery Bradley",2021,"SG",30,"TOT",27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.4,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.8,-5.7,-0.6,0
"30","Tony Bradley",2021,"C",23,"TOT",40,8,16.3,3.2,4.7,0.667,0,0.1,0,3.2,4.7,0.677,0.667,0.9,1.3,0.679,2,3.7,5.7,0.8,0.4,0.7,0.8,1.5,7.2,20.7,0.678,0.016,0.28,13.3,24.1,18.7,8,1.1,3.8,13.1,16,1.7,0.9,2.6,0.19,1,0,1.1,0.5,0
"31","Jarrell Brantley",2021,"PF",24,"UTA",25,0,5,0.9,1.8,0.478,0.4,1,0.423,0.4,0.8,0.55,0.598,0.1,0.1,1,0.3,0.7,1,0.5,0.2,0.1,0.2,0.7,2.3,15.9,0.608,0.565,0.043,6.2,14.6,10.6,15.2,1.9,1.3,11.3,18.2,0.3,0.2,0.5,0.173,-0.1,1.2,1.1,0.1,0
"32","Ignas Brazdeikis",2021,"SF",22,"TOT",10,0,15.7,1.9,4.8,0.396,0.5,1.1,0.455,1.4,3.7,0.378,0.448,0.9,1.2,0.75,0.8,1.9,2.7,1,0.3,0,0.8,1.7,5.2,7.6,0.488,0.229,0.25,5.2,13,9,9.4,0.9,0,13.1,16.9,-0.1,0.1,0,0,-5.9,-2,-8,-0.2,0
"33","Miles Bridges",2021,"PF",22,"CHO",64,18,29,4.6,9.1,0.506,1.7,4.2,0.405,2.9,4.9,0.592,0.599,1.5,1.7,0.862,1.2,4.8,6.1,2.2,0.7,0.8,1.6,2.1,12.4,14.6,0.628,0.461,0.187,4.6,18.2,11.3,11.4,1.1,2.6,14,17,2.3,1.8,4.1,0.107,0.1,0,0,0.9,0
"34","Amida Brimah",2021,"C",26,"IND",5,0,5.8,1,1.6,0.625,0,0,0,1,1.6,0.625,0.625,0.6,0.6,1,0.4,1.2,1.6,0.2,0,1,0.8,0.8,2.6,16.6,0.697,0,0.375,7.5,22.3,15,4.8,0,14,30,19.6,0,0.1,0,0.075,-5.5,1.5,-4,0,0
"35","Armoni Brooks",2021,"SG",22,"HOU",17,5,24.4,3.4,8.5,0.396,2.8,7.1,0.388,0.6,1.4,0.435,0.559,0.3,0.5,0.556,0.4,2.8,3.2,1.5,0.5,0.3,1.2,1.6,9.8,9.6,0.561,0.84,0.063,1.7,12.9,7.1,9.3,1,1.1,11.9,17.3,0,0.2,0.2,0.021,-1.8,-1.8,-3.6,-0.2,0
"36","Charlie Brown",2021,"SG",23,"OKC",7,1,14.1,1.4,4.4,0.323,0.7,2.3,0.313,0.7,2.1,0.333,0.403,0.3,0.3,1,0.1,1.3,1.4,1,0.6,0.1,0.7,1.7,3.9,4.1,0.423,0.516,0.065,1,9.6,5.3,10.1,1.9,0.9,13.6,15.8,-0.2,0.1,-0.1,-0.046,-7.8,-0.8,-8.6,-0.2,0
"37","Sterling Brown",2021,"SG",25,"HOU",51,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,1,0.8,1.8,0.072,-1.7,0,-1.7,0.1,0
"38","Troy Brown Jr.",2021,"SF",21,"TOT",34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7,8.5,0.525,0.486,0.146,4.2,17.4,10.8,7.2,0.9,1,12.1,14,0,0.4,0.5,0.042,-3.3,-1,-4.3,-0.3,0
"39","Jalen Brunson",2021,"PG",24,"DAL",65,12,25,4.8,9.2,0.522,1.2,2.9,0.398,3.6,6.3,0.579,0.585,1.8,2.2,0.8,0.4,3,3.4,3.5,0.5,0,1.2,1.6,12.6,17.1,0.616,0.318,0.242,1.8,13.1,7.5,21,1,0,10.3,20.1,3.7,1.1,4.8,0.143,1.4,-0.9,0.4,1,0
"40","Trey Burke",2021,"PG",28,"DAL",59,1,14.9,2.5,5.8,0.431,1,2.7,0.363,1.5,3.1,0.489,0.515,0.9,1,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1,6.8,12.9,0.549,0.46,0.167,1.1,5.2,3.2,13.1,2,0.7,8,20,0.8,0.7,1.4,0.077,-1.1,-0.6,-1.7,0.1,0
"41","Alec Burks",2021,"SG",29,"NYK",46,5,25.3,4.1,10,0.41,2,4.8,0.405,2.1,5.1,0.415,0.509,2.1,2.5,0.85,0.4,4,4.4,2.2,0.7,0.3,1,2,12.2,14.3,0.553,0.485,0.247,1.8,16.9,9.4,13.1,1.3,1.1,8,21,1.3,1.6,2.9,0.118,0.4,0.2,0.6,0.7,0
"42","Bruno Caboclo",2021,"PF",25,"HOU",6,0,6,1.3,2.8,0.471,0,0.8,0,1.3,2,0.667,0.471,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0,0.3,0.7,1,2.8,9,0.475,0.294,0.118,8.5,34,20.7,4.7,0,5,18.3,25.9,-0.1,0,-0.1,-0.087,-8.5,-2.1,-10.6,-0.1,0
"43","Devontae Cacok",2021,"PF",24,"LAL",19,1,4.9,0.9,1.5,0.607,0,0,0,0.9,1.5,0.607,0.607,0.3,0.6,0.455,0.6,1.1,1.7,0.1,0.3,0.2,0.3,0.4,2.1,18.4,0.594,0,0.393,14.4,23.7,19.1,1.6,2.6,3.8,13.2,17.5,0.1,0.2,0.3,0.156,-0.8,0.9,0.1,0.1,0
"44","Facundo Campazzo",2021,"PG",29,"DEN",63,17,21.9,1.9,4.8,0.388,1.2,3.3,0.36,0.7,1.5,0.452,0.513,1.2,1.4,0.874,0.3,1.7,2,3.5,1.2,0.2,1.1,2.1,6.2,11.8,0.567,0.694,0.286,1.7,8.9,5.3,19.9,2.8,1,17,13.1,1.6,1.5,3.1,0.109,-1.6,1.1,-0.5,0.5,0
"45","Vlatko Cancar",2021,"PF",23,"DEN",38,0,5.6,0.6,1.3,0.412,0.2,0.7,0.231,0.4,0.7,0.6,0.471,0.2,0.3,0.8,0.2,0.8,1.1,0.3,0.2,0.1,0.3,0.4,1.5,8.1,0.505,0.51,0.196,4.8,16.9,10.9,7.1,2.1,0.9,19,13.9,-0.1,0.2,0.1,0.027,-3.5,0,-3.5,-0.1,0
"46","Devin Cannady",2021,"PG",24,"ORL",8,0,9.3,1.4,3.5,0.393,0.8,2,0.375,0.6,1.5,0.417,0.5,0.8,0.9,0.857,0,0.6,0.6,0.1,0.6,0.1,0.3,1.1,4.3,11.2,0.547,0.571,0.25,0,7.3,3.5,2.1,3.3,1.2,6,19.3,0,0.1,0.1,0.059,-4.4,1.3,-3.1,0,0
"47","Vernon Carey Jr.",2021,"C",19,"CHO",18,4,6.2,1,1.9,0.514,0.1,0.4,0.143,0.9,1.6,0.607,0.529,0.4,0.5,0.889,0.3,1.1,1.4,0.1,0.1,0.2,0.3,0.7,2.5,11.8,0.578,0.2,0.257,5.8,19.7,12.7,2.7,0.4,3.6,11.4,17.1,0.1,0.1,0.2,0.071,-4.3,-2,-6.2,-0.1,0
"48","Jevon Carter",2021,"PG",25,"PHO",57,0,11.4,1.4,3.4,0.423,0.9,2.4,0.381,0.5,1,0.527,0.559,0.1,0.1,0.5,0.2,1.2,1.4,1.1,0.5,0.2,0.2,1,3.9,12,0.559,0.716,0.031,2.3,11.4,6.9,12.6,2,1.3,6.6,14.5,0.7,0.7,1.4,0.107,-0.5,1.3,0.9,0.5,0
"49","Alex Caruso",2021,"PG",26,"LAL",57,6,21,2.3,5.2,0.434,0.9,2.3,0.406,1.3,2.9,0.457,0.525,0.9,1.3,0.645,0.5,2.4,2.9,2.7,1.1,0.2,1.3,1.9,6.3,11,0.546,0.448,0.256,2.8,12.8,7.8,17.9,2.6,1,18.5,14.7,0.3,2.1,2.3,0.094,-2.6,2.3,-0.2,0.5,0
"50","Willie Cauley-Stein",2021,"C",27,"DAL",50,16,17.4,2.3,3.6,0.635,0,0.2,0.091,2.2,3.3,0.671,0.638,1,1.5,0.623,1.3,3.3,4.6,0.7,0.4,0.8,0.5,2.3,5.5,14.9,0.649,0.062,0.433,8.1,20.9,14.6,5.6,1.1,4.4,10.9,12.1,1.7,1.1,2.8,0.154,-1.8,0.7,-1.1,0.2,0
"51","Chris Chiozza",2021,"PG",25,"BRK",22,1,10.5,1.4,4,0.352,0.6,1.9,0.31,0.8,2.1,0.391,0.426,0.6,0.8,0.765,0.1,1,1.1,3,0.3,0.3,0.7,0.9,4,12.9,0.461,0.477,0.193,1.5,9.6,5.7,37,1.5,2.3,14.4,20.9,0.1,0.2,0.3,0.062,-0.7,-0.9,-1.6,0,0
"52","Marquese Chriss",2021,"PF",23,"GSW",2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5,11.8,0.412,0.357,0.286,12,39,25.6,11,0,6.6,11.3,28.1,-0.1,0.1,0,-0.031,-2.2,-1,-3.2,0,0
"53","Gary Clark",2021,"SF",26,"TOT",37,11,17.3,1.1,3.5,0.305,0.8,2.9,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2,6,0.439,0.824,0.076,5.2,13.4,9.2,6.4,0.9,1,11.2,10.3,-0.2,0.4,0.1,0.009,-3.9,-0.9,-4.8,-0.5,0
"54","Brandon Clarke",2021,"PF",24,"MEM",57,16,24.2,4.4,8.5,0.517,0.4,1.3,0.267,4,7.2,0.562,0.537,1.3,1.9,0.685,1.6,4,5.6,1.6,1,0.9,0.6,1.4,10.5,17.3,0.559,0.155,0.229,7.1,17.8,12.4,9.6,2,3.3,5.8,17.3,2.1,1.9,4.1,0.141,0.3,1,1.3,1.1,0
"55","Jordan Clarkson",2021,"SG",28,"UTA",65,1,26.6,6.6,15.7,0.42,3,8.8,0.343,3.6,6.9,0.517,0.515,1.8,2.1,0.896,0.7,3.4,4.1,2.4,0.9,0.2,1.7,1.6,18,16.6,0.543,0.558,0.131,2.9,12.9,8.1,15,1.6,0.5,9.3,29.6,1.3,2.3,3.6,0.101,1.6,-1,0.6,1.1,0
"56","Nicolas Claxton",2021,"C",21,"BRK",29,1,18,2.7,4.4,0.597,0,0.2,0.2,2.6,4.3,0.613,0.601,0.9,1.8,0.472,1.4,3.7,5.1,1,0.8,1.1,0.5,2,6.2,16.8,0.591,0.039,0.411,8.9,21.9,15.7,7.2,2,5.6,8.4,13.8,0.9,0.8,1.6,0.151,-0.5,1.1,0.6,0.3,0
"57","Amir Coffey",2021,"SG",23,"LAC",44,1,9,1,2.3,0.437,0.5,1.3,0.411,0.5,1.1,0.468,0.549,0.6,0.9,0.711,0.2,0.8,1,0.5,0.2,0,0.3,0.7,3.2,10.1,0.585,0.544,0.369,2.9,9.4,6.3,7.4,1.3,0,11.1,15.2,0.4,0.3,0.7,0.085,-2.1,-0.5,-2.6,-0.1,0
