"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","SMOY"
"288","Tomas Satoransky",2021,"SG",29,"CHI",57,18,22.6,2.9,5.7,0.511,0.7,2.1,0.356,2.2,3.6,0.599,0.575,1.2,1.4,0.848,0.5,1.9,2.5,4.7,0.7,0.2,1.6,1.5,7.7,13.9,0.613,0.363,0.243,2.6,9.4,6,28.1,1.5,0.9,20.7,15.3,1.9,1.1,3.1,0.114,-0.4,-0.1,-0.5,0.5,0
"289","Mike Scott",2021,"PF",32,"PHI",48,12,16.7,1.5,4,0.361,1,3,0.34,0.4,1,0.42,0.487,0.2,0.3,0.667,0.2,2.2,2.4,0.7,0.5,0.2,0.4,1.4,4.1,6.5,0.494,0.742,0.062,1.4,14.1,7.9,5.5,1.4,1.1,8.7,11.7,-0.1,1.1,0.9,0.056,-3.3,0.1,-3.2,-0.2,0
"290","Jay Scrubb",2021,"SG",20,"LAC",1,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-33.4,0,0,0,0,0,0,0,0,0,33.3,33.2,-0.1,0,-0.1,-0.88,-26.9,-13.9,-40.8,0,0
"291","Landry Shamet",2021,"SG",23,"BRK",58,10,22.7,3,7.4,0.399,2,5.4,0.377,0.9,2,0.458,0.536,1.1,1.3,0.842,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.1,9.9,0.566,0.726,0.176,0.8,7.7,4.4,9.3,1.1,0.6,9.2,16.9,0.9,0.6,1.5,0.053,-1.4,-1.5,-2.9,-0.3,0
"292","Iman Shumpert",2021,"SG",30,"BRK",2,0,5.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0.25,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,1,-0.3,0.25,0.75,0,10.5,0,5,0,4.4,0,20,19.8,-0.1,0,0,-0.212,-10.2,-2.7,-13,0,0
"293","Chris Silva",2021,"PF",24,"TOT",15,0,6.1,0.7,1.1,0.625,0.1,0.1,1,0.6,1,0.6,0.656,0.7,1,0.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1,11.5,0.708,0.063,0.938,8.9,24.3,16.7,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.2,0.8,-5.5,-0.1,0
"294","Anfernee Simons",2021,"SG",21,"POR",61,0,17.2,2.7,6.4,0.418,1.9,4.5,0.426,0.8,1.9,0.398,0.567,0.7,0.9,0.8,0.2,2,2.3,1.4,0.3,0.1,0.7,1.5,8,12.5,0.587,0.697,0.141,1.4,13,7,12,0.8,0.7,9.4,18.8,1.4,0.3,1.7,0.078,0.6,-1.8,-1.2,0.2,0
"295","Deividas Sirvydis",2021,"SG",20,"DET",19,0,6,0.4,1.5,0.276,0.3,1.1,0.286,0.1,0.4,0.25,0.379,0.2,0.3,0.5,0,1.5,1.5,0.3,0.1,0,0.2,0.5,1.3,3.1,0.395,0.724,0.207,0,27.5,13.6,6,0.9,0,11.2,13.7,-0.2,0.1,-0.1,-0.039,-6.6,-1,-7.6,-0.2,0
"296","Alen Smailagic",2021,"PF",20,"GSW",14,1,4.6,0.6,1.5,0.429,0.2,0.5,0.429,0.4,1,0.429,0.5,0.1,0.4,0.333,0.4,0.6,1,0.2,0.1,0.4,0.3,0.6,1.6,10.6,0.486,0.333,0.286,8.4,14.8,11.6,6.5,1.5,6.9,14.5,18.5,-0.1,0.1,0,0.028,-4.1,0.1,-3.9,0,0
"297","Dennis Smith Jr.",2021,"PG",23,"TOT",23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.328,1.7,3.8,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1,0.6,1.1,1.6,6.7,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.6,0.6,0.07,-1.3,1.5,0.2,0.2,0
"298","Ish Smith",2021,"PG",32,"WAS",41,1,20.5,2.8,6.5,0.427,0.4,1.1,0.383,2.3,5.4,0.436,0.461,0.4,0.8,0.581,0.5,2.8,3.2,3.8,0.7,0.3,0.9,1.4,6.4,11.4,0.47,0.176,0.116,2.4,14.2,8.3,24.6,1.6,1.2,11.9,15.7,0.1,0.8,0.9,0.051,-2.2,0.1,-2.1,0,0
"299","Jalen Smith",2021,"PF",20,"PHO",25,0,4.1,0.6,1.4,0.441,0.1,0.5,0.25,0.5,0.9,0.545,0.485,0.2,0.3,0.714,0.2,0.6,0.9,0.1,0,0.1,0.2,0.5,1.5,7.9,0.512,0.353,0.206,6.7,17.3,12.1,2.6,0.5,1.8,13.9,18.7,-0.1,0.1,0,0.011,-4.6,-1.4,-6,-0.1,0
"300","Ray Spalding",2021,"C",23,"HOU",2,0,9.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,1,0,1,1,2,0,0,1,1.5,1.5,2,0.8,0.41,0.25,0.5,10.7,11.7,11.2,0,0,9.5,38.1,17.6,-0.1,0,-0.1,-0.184,-8.9,-1.4,-10.4,0,0
"301","Cassius Stanley",2021,"SG",21,"IND",22,0,3.8,0.6,1.8,0.333,0.1,0.5,0.25,0.5,1.2,0.37,0.372,0.3,0.4,0.778,0.3,0.5,0.9,0,0,0.1,0,0.5,1.6,7.9,0.419,0.308,0.231,9.2,15.6,12.4,1.6,0.6,2,2.3,22.6,-0.1,0.1,0,-0.013,-5.8,-3.6,-9.3,-0.2,0
"302","Lamar Stevens",2021,"PF",23,"CLE",40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,1.5,2.8,0.523,0.471,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1,10.5,0.521,0.184,0.375,5.2,16.7,10.8,7.4,1.7,2.3,12.7,15.9,0,0.4,0.4,0.043,-4,0,-4,-0.3,0
"303","Isaiah Stewart",2021,"C",19,"DET",68,14,21.4,3.3,6,0.553,0.3,0.9,0.333,3,5.1,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1,2.7,7.9,16.4,0.597,0.154,0.225,12,22.6,17.3,6.3,1.3,5.1,13,15.5,1.9,2.1,4,0.132,-1.6,0.4,-1.2,0.3,0
"304","Max Strus",2021,"SF",24,"MIA",36,0,13,2.1,4.7,0.456,1.3,3.8,0.341,0.9,0.9,0.912,0.592,0.4,0.6,0.65,0.1,0.9,1,0.6,0.3,0,0.2,1.2,5.9,11.7,0.599,0.799,0.118,1.2,7.7,4.5,7.3,1.1,0.2,4.3,17.9,0.5,0.3,0.8,0.084,-0.4,-1.7,-2.1,0,0
"305","Edmond Sumner",2021,"SG",25,"IND",53,24,16.2,2.8,5.3,0.525,0.7,1.7,0.398,2.1,3.7,0.582,0.587,1.3,1.6,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1,1.7,7.5,12.7,0.626,0.312,0.294,2.3,9.5,5.9,8,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.079,-2.3,-0.6,-2.9,-0.2,0
"306","Jeff Teague",2021,"PG",32,"TOT",53,6,17.1,2.2,5,0.431,0.6,1.5,0.403,1.6,3.6,0.442,0.489,1.5,1.8,0.849,0.3,1.3,1.6,2.3,0.6,0.2,1.1,1.1,6.4,11.7,0.552,0.288,0.348,1.8,8.3,5.1,18,1.7,1.1,16.3,17.3,0.6,0.7,1.3,0.07,-2.1,-0.5,-2.6,-0.1,0
"307","Garrett Temple",2021,"SG",34,"CHI",53,23,27.3,2.8,6.9,0.415,1.2,3.6,0.335,1.6,3.3,0.503,0.503,0.8,0.9,0.8,0.5,2.4,2.9,2.2,0.8,0.5,1,2.3,7.7,8.3,0.526,0.525,0.137,2.1,9.6,5.9,10.7,1.4,1.6,12.5,13.2,0.2,1.3,1.5,0.05,-3.3,-0.2,-3.5,-0.5,0
"308","Tyrell Terry",2021,"PG",20,"DAL",11,0,5.1,0.5,1.5,0.313,0,0.6,0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0,0.5,0.5,0.5,0.5,0,0.2,0.2,1,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,-0.1,0.1,-0.1,-0.048,-7.7,2.2,-5.5,-0.1,0
"309","Brodric Thomas",2021,"SG",24,"TOT",29,1,10.7,1,2.9,0.353,0.5,1.7,0.313,0.5,1.3,0.405,0.441,0.9,1.2,0.714,0.2,1.1,1.3,0.8,0.3,0.3,0.8,1.1,3.4,7.4,0.498,0.565,0.412,2.4,11.5,6.8,10.9,1.6,2.9,18,17.1,-0.3,0.2,-0.1,-0.009,-4.8,-0.2,-5,-0.2,0
"310","Isaiah Thomas",2021,"PG",31,"NOP",3,0,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15,1,0,17.7,29.7,-0.2,0,-0.2,-0.178,-8.1,-5.6,-13.8,-0.1,0
"311","Khyri Thomas",2021,"G",24,"HOU",3,0,28.7,7.3,14.3,0.512,2.7,7.3,0.364,4.7,7,0.667,0.605,3,3,1,1.3,2.7,4,3,2.7,1,1,1.7,20.3,27.5,0.649,0.512,0.209,4.7,10.3,7.4,18.7,4.4,3.1,6,24.7,0.3,0.1,0.4,0.237,3.8,2.3,6.1,0.2,0
"312","Matt Thomas",2021,"SG",26,"TOT",42,0,7.4,1.2,2.9,0.41,0.6,1.8,0.351,0.5,1.1,0.511,0.52,0.3,0.3,0.857,0.2,0.8,1,0.4,0.1,0,0.3,0.4,3.3,10.1,0.542,0.631,0.115,2.5,11.9,7.2,8.7,0.5,0,9.2,19.7,0.1,0.2,0.3,0.045,-2.2,-2.4,-4.6,-0.2,0
"313","Sindarius Thornwell",2021,"SG",26,"TOT",18,1,8.1,0.6,1.9,0.294,0.3,0.9,0.313,0.3,1,0.278,0.368,0,0.1,0,0.1,0.4,0.6,0.6,0.7,0.1,0.3,0.6,1.4,4.9,0.358,0.471,0.059,1.4,5.9,3.6,8.9,4,1.3,14.7,11.9,-0.3,0.2,-0.1,-0.03,-6.9,1.7,-5.3,-0.1,0
"314","Matisse Thybulle",2021,"SG",23,"PHI",65,8,20,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1,1.6,1.1,0.5,2,3.9,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.103,-2.7,4.3,1.6,1.2,0
"315","Killian Tillie",2021,"C",22,"MEM",17,0,8.5,0.8,2.6,0.318,0.4,1.6,0.259,0.4,1,0.412,0.398,0.4,0.4,0.857,0.4,0.7,1.1,0.4,0.3,0.5,0.1,1.1,2.4,8.5,0.435,0.614,0.159,4.4,9,6.6,6.1,1.7,5,2.1,14.1,0,0.2,0.2,0.058,-4,-0.1,-4.1,-0.1,0
"316","Xavier Tillman Sr.",2021,"PF",22,"MEM",56,11,18.7,2.9,5.2,0.552,0.4,1.2,0.338,2.5,4,0.613,0.59,0.6,0.9,0.653,1.3,3.1,4.4,1.3,0.8,0.6,0.7,2,6.7,14.8,0.6,0.224,0.169,7.1,18,12.5,9.6,2,2.7,11.1,14.2,1.4,1.4,2.9,0.131,-1.2,0.9,-0.3,0.4,0
"317","Anthony Tolliver",2021,"PF",35,"PHI",8,0,9.8,0.1,1.5,0.083,0.1,1.1,0.111,0,0.4,0,0.125,0.6,0.8,0.833,0.4,0.8,1.1,0.3,0.4,0.3,0.4,0.8,1,1.4,0.273,0.75,0.5,4.3,8.3,6.3,3,1.9,2.3,17,9.7,-0.2,0.1,-0.1,-0.031,-7.9,-1.4,-9.3,-0.1,0
"318","Obi Toppin",2021,"PF",22,"NYK",59,0,11.2,1.7,3.4,0.493,0.4,1.4,0.301,1.3,2,0.625,0.554,0.3,0.4,0.731,0.4,1.9,2.3,0.5,0.3,0.2,0.4,0.9,4.1,12.6,0.569,0.409,0.128,4.3,17.9,11.1,6.3,1.3,2,9.7,15.9,0.5,1,1.5,0.105,-1.6,0.4,-1.2,0.1,0
"319","Juan Toscano-Anderson",2021,"SG",27,"GSW",51,15,20.5,2.2,3.8,0.585,0.7,1.7,0.412,1.5,2.2,0.718,0.674,0.4,0.6,0.69,0.5,3.8,4.4,2.7,0.8,0.5,1.1,2.1,5.5,12.6,0.681,0.436,0.149,2.9,19.5,11.3,17.8,1.7,2.2,21.8,10.8,1.3,1.5,2.8,0.13,-1.6,2.2,0.7,0.7,0
"320","Axel Toupane",2021,"SF",28,"MIL",8,1,7.6,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.333,0.409,0.6,0.9,0.714,0,0.8,0.8,0.5,0.3,0.4,0,0.8,1.8,9.1,0.497,0.182,0.636,0,10,5.2,7.6,1.5,4.4,0,9.7,0.1,0.1,0.1,0.098,-4.4,1.3,-3.1,0,0
"321","Rayjon Tucker",2021,"PG",23,"PHI",13,0,3.8,0.4,1,0.385,0.2,0.5,0.286,0.2,0.5,0.5,0.462,0.9,1.1,0.857,0.1,0.6,0.7,0.4,0.2,0,0.2,0.5,1.8,15.3,0.626,0.538,1.077,2.2,17.2,9.9,13.3,1.9,0,13.5,19,0.1,0.1,0.2,0.18,-3.2,0.7,-2.5,0,0
"322","Denzel Valentine",2021,"SG",27,"CHI",60,3,16.7,2.5,6.7,0.38,1.3,3.9,0.332,1.2,2.8,0.448,0.478,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.6,10.4,0.488,0.588,0.043,2.7,18.6,10.7,13.9,1.5,0.5,9.3,19.5,-0.3,1,0.7,0.036,-1.9,-0.7,-2.7,-0.2,0
"323","Jarred Vanderbilt",2021,"PF",21,"MIN",61,28,17.7,2.2,3.6,0.606,0,0.1,0.25,2.2,3.6,0.613,0.609,0.9,1.6,0.561,1.8,3.9,5.7,1.2,1,0.7,0.9,2,5.3,16,0.613,0.018,0.443,10.4,24.7,17.3,9.5,2.6,3.6,16.4,12.2,1.5,1.5,2.9,0.13,-1.7,1.1,-0.6,0.4,0
"324","Anderson Varejao",2021,"C",38,"CLE",3,0,9.3,0.3,3.7,0.091,0,0.3,0,0.3,3.3,0.1,0.091,1.3,2.7,0.5,1.7,3.3,5,1,0,0.3,0.3,1,2,4.1,0.207,0.091,0.727,19.5,41.3,30.1,14.1,0,3.2,6.4,24.2,-0.1,0,-0.1,-0.169,-8,-2.9,-10.9,-0.1,0
"325","Devin Vassell",2021,"SF",20,"SAS",58,6,16.6,1.9,4.6,0.418,0.9,2.3,0.381,1.1,2.3,0.455,0.513,0.6,0.8,0.841,0.4,2.4,2.8,0.9,0.7,0.3,0.3,1.4,5.4,11.2,0.543,0.5,0.164,2.5,15.4,8.9,7,2.1,1.4,6.5,13.9,0.5,1.1,1.7,0.084,-2.1,0.9,-1.2,0.2,0
"326","Gabe Vincent",2021,"PG",24,"MIA",47,6,13.1,1.7,4.7,0.373,0.9,3,0.305,0.8,1.7,0.494,0.47,0.4,0.5,0.87,0.2,0.9,1.1,1.2,0.4,0,0.6,1.6,4.8,7.2,0.493,0.641,0.105,1.9,7.3,4.6,13.5,1.5,0.3,11.5,19.1,-0.4,0.5,0.1,0.005,-4.7,-1.2,-5.9,-0.6,0
"327","Noah Vonleh",2021,"PF",25,"BRK",4,0,2.8,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0.5,0.5,0,-19,0,0.667,0,0,9.6,5,10.2,0,0,40,19.8,-0.1,0,-0.1,-0.488,-20.9,-8.9,-29.9,-0.1,0
"328","Dean Wade",2021,"PF",24,"CLE",60,16,18.6,2.1,4.8,0.429,1.2,3.3,0.364,0.9,1.5,0.573,0.554,0.5,0.6,0.771,0.6,2.7,3.3,1.1,0.5,0.4,0.5,1.1,5.8,11.4,0.57,0.69,0.122,3.4,16.6,9.8,8.9,1.4,1.7,8.2,12.9,1,0.8,1.8,0.079,-0.9,-0.3,-1.1,0.2,0
"329","Brad Wanamaker",2021,"PG",31,"TOT",61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.4,1.9,1,17.1,16.9,-0.2,1,0.9,0.039,-4.6,-0.2,-4.8,-0.7,0
"330","Yuta Watanabe",2021,"SF",26,"TOR",49,3,14.6,1.6,3.6,0.446,0.7,1.8,0.404,0.9,1.8,0.489,0.548,0.5,0.6,0.828,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.2,4.4,12.5,0.574,0.503,0.164,5.4,19.4,12.1,7.7,1.7,2.7,8.7,12.6,0.8,0.8,1.6,0.109,-1,0.5,-0.5,0.3,0
"331","Tremont Waters",2021,"PG",23,"BOS",23,2,7.3,0.9,2.3,0.37,0.3,1,0.348,0.5,1.3,0.387,0.444,0.6,0.6,0.929,0.1,0.4,0.6,2,0.6,0,0.8,0.6,2.7,13.6,0.507,0.426,0.259,2,6.7,4.3,37.7,3.8,0,24,20.3,0,0.2,0.2,0.066,-0.9,0.2,-0.7,0.1,0
"332","Paul Watson",2021,"SF",26,"TOR",27,2,11,1.4,3,0.463,1.1,2.4,0.469,0.3,0.7,0.444,0.646,0.2,0.3,0.625,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3,4.1,10.9,0.649,0.78,0.098,1.4,15.7,8.3,8.2,1,1,9.5,13.8,0.4,0.2,0.6,0.098,-0.7,-0.7,-1.4,0,0
"333","Quinndary Weatherspoon",2021,"SG",24,"SAS",18,0,4.5,0.3,0.9,0.353,0,0.2,0,0.3,0.8,0.429,0.353,0.6,0.7,0.833,0.1,0.2,0.3,0.3,0.3,0.1,0.5,0.7,1.2,5.4,0.494,0.176,0.706,2.6,5.3,3.9,9.4,3.6,2.1,28.8,16.8,-0.2,0.1,-0.1,-0.036,-8.1,0.9,-7.2,-0.1,0
"334","Hassan Whiteside",2021,"C",31,"SAC",36,4,15.2,3.5,6.2,0.563,0,0,0,3.5,6.2,0.565,0.563,1.1,2.2,0.519,1.7,4.3,6,0.6,0.3,1.3,1.1,2,8.1,19.2,0.566,0.004,0.353,12.3,31.8,21.9,5.6,0.8,7.1,13.4,23.6,0.3,0.6,0.9,0.081,-1.8,-0.6,-2.5,-0.1,0
"335","Greg Whittington",2021,"PF",27,"DEN",4,0,3,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.1,0,0.667,0,0,0,0,0,0,0,0,10.9,-0.1,0,-0.1,-0.259,-11.4,-6.1,-17.5,0,0
"336","Grant Williams",2021,"PF",22,"BOS",60,8,17.7,1.6,3.7,0.429,0.7,2,0.361,0.9,1.7,0.51,0.527,0.5,0.8,0.587,0.7,2,2.7,1,0.5,0.4,0.9,2.5,4.4,7.2,0.538,0.545,0.205,4.6,12.6,8.6,7.2,1.4,2,17.6,12,0,0.9,0.9,0.041,-4.2,-0.1,-4.2,-0.6,0
"337","Kenrich Williams",2021,"PF",26,"OKC",66,13,21.6,3.3,6.2,0.533,0.8,1.8,0.444,2.5,4.5,0.568,0.596,0.5,1,0.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2,8,13.9,0.599,0.285,0.153,6,14,10,16.4,1.8,1.1,14.8,15.3,1.6,1.2,2.8,0.095,-1.1,0.7,-0.3,0.6,0
"338","Lou Williams",2021,"PG",34,"TOT",63,4,21.8,4.1,10,0.411,1.1,2.7,0.394,3,7.3,0.417,0.464,2.3,2.7,0.863,0.3,1.7,2.1,3.4,0.7,0.1,1.6,0.9,11.6,14.1,0.519,0.271,0.268,1.8,8.6,5.3,23.2,1.7,0.4,12.7,25.8,0.5,1.1,1.6,0.057,-1,-1.8,-2.9,-0.3,0
"339","Robert Williams",2021,"C",23,"BOS",52,13,18.9,3.6,5,0.721,0,0,0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1,2,8,25.7,0.719,0.008,0.283,15,25.7,20.3,14.2,2.1,8.7,15.2,15,3.4,1.9,5.3,0.256,3,3.1,6.1,2,0
"340","D.J. Wilson",2021,"PF",24,"TOT",35,1,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2,11.6,0.511,0.518,0.149,4.8,23.1,13.7,7.9,1.2,3.3,10.9,19.7,-0.2,0.5,0.3,0.033,-2.8,-0.7,-3.5,-0.2,0
"341","Dylan Windler",2021,"SF",24,"CLE",31,0,16.5,1.8,4.2,0.438,0.8,2.5,0.338,1,1.7,0.585,0.538,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1,1.2,5.2,10.8,0.567,0.592,0.208,4.3,19.6,11.7,9.4,1.8,2.1,18.4,14.8,0,0.5,0.5,0.044,-1.8,0.1,-1.7,0,0
"342","Justise Winslow",2021,"SF",24,"MEM",25,0,18.8,2.6,7.6,0.34,0.2,1.9,0.125,2.4,5.7,0.413,0.356,0.7,1.2,0.586,0.6,3.6,4.2,1.8,0.6,0.5,1.4,1.7,6.1,5.4,0.375,0.251,0.152,3.6,20.4,11.9,13.1,1.5,2.3,14.3,21.4,-1.4,0.6,-0.8,-0.08,-6.7,0.1,-6.6,-0.5,0
"343","Cassius Winston",2021,"PG",22,"WAS",21,0,4.6,0.7,1.6,0.424,0.4,0.8,0.471,0.3,0.8,0.375,0.545,0.2,0.3,0.833,0,0.4,0.4,0.6,0.1,0,0.2,0.4,2,10.9,0.575,0.515,0.182,0,9.8,4.9,16.5,1,0.9,12.3,17.3,0.1,0.1,0.1,0.065,-1.7,-1.2,-2.9,0,0
"344","Robert Woodard",2021,"SF",21,"SAC",11,0,2.6,0.6,1.3,0.5,0.1,0.4,0.25,0.5,0.9,0.6,0.536,0.3,0.7,0.375,0.3,0.7,1,0,0,0.2,0.1,0.2,1.6,18.4,0.514,0.286,0.571,11.4,31.1,21.1,0,0,5.8,5.4,27.5,0,0,0,0.037,0.2,-3.3,-3.2,0,0
"345","Thaddeus Young",2021,"PF",32,"CHI",65,20,24.1,5.4,9.6,0.56,0.2,0.7,0.279,5.2,8.9,0.581,0.57,1,1.6,0.635,2.4,3.7,6.1,4.3,1.1,0.6,2,2.3,11.9,20.2,0.58,0.069,0.167,11,16.8,13.9,27.1,2.3,2,16.2,22,2.7,2.1,4.8,0.147,1.8,1.3,3.1,2,0
"346","Cody Zeller",2021,"C",28,"CHO",45,20,20.5,3.8,6.7,0.558,0.1,0.6,0.143,3.7,6.1,0.6,0.564,1.7,2.5,0.703,2.5,4.4,6.8,1.8,0.6,0.4,1,2.5,9.3,18.6,0.597,0.092,0.366,12.9,23.3,18,13.4,1.4,1.8,11.6,18.6,2,1.1,3.1,0.162,0,0,0,0.5,0
"347","Ivica Zubac",2021,"C",23,"LAC",69,30,22.8,3.7,5.6,0.65,0,0,0,3.7,5.6,0.655,0.65,1.9,2.4,0.787,2.7,4.7,7.4,1.3,0.3,0.9,1.1,2.6,9.3,19.2,0.69,0.008,0.434,13.7,22.4,18.2,7.9,0.8,3.4,14.4,15.3,4.7,2.1,6.8,0.208,0.8,-0.1,0.7,1.1,0
